URL,Category,Subcategory,Prod_Name,Prod_ID,Brand,Specifications,Videos,FeaturesAndBenefits,Images
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/43ad510a-fa55-46a6-88bc-71ec3db81b16_Stanley%c2%ae-Coping-Saw-Blades/15-059_STANLEY%c2%ae-Coping-Saw-Blades-20-TPI-%e2%80%93-4-Pack/,Cutting Tools,Saw Blades,STANLEY® Coping Saw Blades 20 TPI – 4 Pack,15-059,Stanley,"{'Blade Length [in]': '6-1/4', 'Number of Blades': '4'}",,"Flexible, heat-treated saw blade made of steel.|Lacquered blade for corrosion protection.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-058.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-058.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-058.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Panel-Saws/d6cc566e-a0f5-4cbd-b54b-59856ce85e14_STANLEY%c2%ae-FATMAX%c2%ae-Tri-Material-Hand-Saws-with-BladeArmor%c2%ae-Coating/20-047_STANLEY%c2%ae-FATMAX%c2%ae-Tri-Material-Hand-Saw-20%22/,Cutting Tools,Panel Saws,"STANLEY® FATMAX® Tri-Material Hand Saw 20""",20-047,Stanley,"{'Footnotes': '*Compared to previous model. **Compared to traditional tooth saws.', 'Blade Length [in]': '20'}",,Tri-material handle for comfort and durability.|New handle design improves ease of cut by 25%*.|Triple Ground Tooth Technology 4X** sharper for fast cuts.|Induction hardened teeth for long life.|BladeArmor® coating helps reduce friction while cutting.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-047_A1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-047_A1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-047_A1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/20-047.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/20-047.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/20-047.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/2e1f56c4-8bb6-4929-984c-d94de195bc03_Stanley%c2%ae-InstantChange%e2%84%a2-Snap-Off-Knives/STHT10187_STANLEY%c2%ae-InstantChange%e2%84%a2-Snap-Off-Knife---25-mm/,Cutting Tools,Snap-Off Knives,STANLEY® InstantChange™ Snap-Off Knife - 25 mm,STHT10187,Stanley,"{'Style': 'Snap-Off', 'Number of Points': '7', 'Material': 'Elastomer plastic body, stainless steel barrel', 'Color': 'Yellow/Black', 'Overall Length [in]': '7-1/2', 'Number of Blades': '1', 'For use on': '11-325'}",,"Load blades through traditional method or through front loading quick change function.|Dial wheel functions as locking mechanism during use and blade release mechanism when changing blades.|Comfortable one-piece elastomer plastic body.|Durable, smooth stainless steel barrel.|Chemical resistant handle.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10187.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10187.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10187.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/STHT10360_STANLEY%c2%ae-Double-Sided-Bi-Material-Pull-Cutter/,Cutting Tools,Specialty Knives,STANLEY® Double-Sided Bi-Material Pull Cutter,STHT10360,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '6-1/10', 'Weight [Lbs]': '0.0706'}",,Completely recessed blade helps reduce risk of injury.|Double-sided recessed blade increases the useful life of the pull cutter.***|Optimized cutting depth cuts through single/double wall corrugate.|Metal tape splitter pierces and cuts through thick layered tape in one motion.|Slip-resistant bi-material grip for comfort and control.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.|***Compared to single-sided pull cutters.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/f7b45b2e-653f-4530-b3d4-a87f01494ef0_STANLEY%c2%ae-Concealed-Safety-Knives/STHT10360A_STANLEY%c2%ae-Double-Sided-Bi-Material-Pull-Cutter-10-Pack/,Cutting Tools,Specialty Knives,STANLEY® Double-Sided Bi-Material Pull Cutter 10 Pack,STHT10360A,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '6-1/10', 'Weight [Lbs]': '0.0706'}",,Completely recessed blade helps reduce risk of injury.|Double-sided recessed blade increases the useful life of the pull cutter.***|Optimized cutting depth cuts through single/double wall corrugate.|Metal tape splitter pierces and cuts through thick layered tape in one motion.|Slip-resistant bi-material grip for comfort and control.|Lightweight design helps reduce user fatigue.**|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.|***Compared to single-sided pull cutters.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360A_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360A_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360A_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360A_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360A_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360A_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360A_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360A_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360A_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360A_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360A_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360A_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360A_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360A_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360A_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/STHT10360A_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/STHT10360A_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/STHT10360A_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/9c754283-6991-49d8-80fe-a483011d1390_STANLEY%c2%ae-FATMAX%c2%ae-All-Metal-Snap-Off-Knives/10-411_STANLEY%c2%ae-FATMAX%c2%ae-All-Metal-Snap-Off-Knife-%e2%80%93-9-mm/,Cutting Tools,Snap-Off Knives,STANLEY® FATMAX® All-Metal Snap-Off Knife – 9 mm,10-411,Stanley,"{'Style': 'Snap-Off', 'Number of Points': '13', 'Overall Length [in]': '3-1/2'}",,"Cast aluminum body and stainless steel blade channel for durability.|Slim design for control, precision cutting, and easy storage.|Auto locking blade slider.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-411_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-411_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-411_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Snap-Off-Knives/9c754283-6991-49d8-80fe-a483011d1390_STANLEY%c2%ae-FATMAX%c2%ae-All-Metal-Snap-Off-Knives/10-421_STANLEY%c2%ae-FATMAX%c2%ae-All-Metal-Snap-Off-Knife-%e2%80%93-18-mm/,Cutting Tools,Snap-Off Knives,STANLEY® FATMAX® All-Metal Snap-Off Knife – 18 mm,10-421,Stanley,"{'Style': 'Snap-Off', 'Number of Points': '8', 'Color': 'Gray', 'Overall Length [in]': '6-1/4', 'Number of Blades': '1', 'For use on': '11-301'}",,Heavy-duty all-metal knife body construction.|Rigid stainless steel barrel provides smooth action and corrosion resistance.|Smooth slider mechanism features an audible “click” and is self-locking for security.|Removable blade snapper included in cap of knife.,"[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421_03.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421_03.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421_03.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421_02.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421_02.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421_02.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421_IP01.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421_IP01.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421_IP01.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/10-421_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/10-421_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/10-421_1.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Saw-Blades/43ad510a-fa55-46a6-88bc-71ec3db81b16_Stanley%c2%ae-Coping-Saw-Blades/15-058_STANLEY%c2%ae-Coping-Saw-Blades-10-TPI-%e2%80%93-4-Pack/,Cutting Tools,Saw Blades,STANLEY® Coping Saw Blades 10 TPI – 4 Pack,15-058,Stanley,"{'Blade Length [in]': '6-1/4', 'Number of Blades': '4'}",,"Flexible, heat-treated saw blade made of steel.|Lacquered blade for corrosion protection.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/15-058.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/15-058.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/15-058.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/b70d8692-eb02-474e-884b-a87f01496d06_STANLEY%c2%ae-Auto-Retracting-Safety-Knives/FMHT10369_STANLEY%c2%ae-FATMAX%c2%ae-Auto-Retract-Squeeze-Safety-Knife/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Auto-Retract Squeeze Safety Knife,FMHT10369,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '6-1/5', 'Number of Blades': '1', 'For use on': '11-987, 11-988, 11-700, 11-800, 11-938, 11-914, 11-921', 'Weight [Lbs]': '0.1764'}",,"Pressure-sensitive blade automatically retracts once disengaged from cutting surface.|Easy trigger squeeze technology exposes the blade and helps reduce user strain.****|Lightweight design helps reduce user fatigue.**|Blade lock helps prevent accidental blade exposure.|Slip-resistant bi-material grip for comfort and control.|Quick, toolless blade change.|Accepts standard round-point utility blades.|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.|****Compared to a thumb slide.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10369_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10369_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10369_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10369_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10369_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10369_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10369_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10369_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10369_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10369_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10369_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10369_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/b70d8692-eb02-474e-884b-a87f01496d06_STANLEY%c2%ae-Auto-Retracting-Safety-Knives/FMHT10365_STANLEY%c2%ae-FATMAX%c2%ae-Auto-Retract-Tri-Slide-Safety-Knife/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Auto-Retract Tri-Slide Safety Knife,FMHT10365,Stanley,"{'Style': 'Safety', 'Color': 'Yellow/Black', 'Overall Length [in]': '7', 'Number of Blades': '4', 'For use on': '11-987, 11-988, 11-700, 11-800, 11-938, 11-914, 11-921', 'Weight [Lbs]': '0.2204'}",,"Pressure-sensitive blade automatically retracts once disengaged from cutting surface.|Oversized, contoured tri-slide button can be engaged from three positions (top, left, and right side).|Ergonomic, slip-resistant bi-material grip for comfort and control.|Three blade depth settings limit blade exposure and help protect contents.|Blade lock helps prevent accidental blade exposure.|Lightweight design helps reduce user fatigue.**|Quick, toolless blade change.|Accepts standard round-point utility blades.|Integrated blade storage in handle.|Lanyard hang hole for easy transportation and storage. |**Compared to metal knives.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10365_3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10365_3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10365_3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10365_4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10365_4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10365_4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10365_5.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10365_5.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10365_5.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10365_1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10365_1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10365_1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10365_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10365_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10365_2.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10365_2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10365_2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10365_2.png'}]"
https://www.protoindustrial.com/en/industrial-tools/StanleyTools/Cutting-Tools/Specialty-Knives/b70d8692-eb02-474e-884b-a87f01496d06_STANLEY%c2%ae-Auto-Retracting-Safety-Knives/FMHT10367_STANLEY%c2%ae-FATMAX%c2%ae-Premium-Auto-Retract-Tri-Slide-Safety-Knife/,Cutting Tools,Specialty Knives,STANLEY® FATMAX® Premium Auto-Retract Tri-Slide Safety Knife,FMHT10367,Stanley,"{'Style': 'Safety', 'Color': 'Silver/Black', 'Overall Length [in]': '7', 'Number of Blades': '4', 'For use on': '11-987, 11-988, 11-700, 11-800, 11-938, 11-914, 11-921', 'Weight [Lbs]': '0.485'}",,"Pressure-sensitive blade automatically retracts once disengaged from cutting surface.|Oversized, contoured tri-slide button can be engaged from three positions (top, left, and right side).|Three blade depth settings limit blade exposure and help protect contents.|Blade lock helps prevent accidental blade exposure.|Metal body with ergonomic, slip-resistant bi-material grip for durability, comfort, and control.|Quick, toolless blade change.|Accepts standard round-point utility blades.|Integrated blade storage in handle.|Lanyard hang hole for easy transportation and storage.","[{'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10367 _4.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10367 _4.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10367 _4.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10367 _5.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10367 _5.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10367 _5.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10367 _3.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10367 _3.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10367 _3.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10367 _1.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10367 _1.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10367 _1.png'}, {'Item_Image': 'http://www.protoindustrial.com/images/52x52/FMHT10367 _2.png', 'Detailed_Image': 'http://www.protoindustrial.com/images/338x228/FMHT10367 _2.png', 'Zoom_Image': 'http://www.protoindustrial.com/images/880x880/FMHT10367 _2.png'}]"
